"","word","tfidf"
"交與","交與",0.00144925578611719
"我並","我並",0.00144911207995605
"指手劃腳","指手劃腳",0.00144911207995605
"洋洋得意","洋洋得意",0.00144908401245063
"有力","有力",0.0014490459573488
"深悔","深悔",0.0014488874231878
"若將","若將",0.00144838061990959
"甜蜜","甜蜜",0.00144834367908771
"得報","得報",0.00144813993773452
"洞來","洞來",0.00144813385031932
"一翹","一翹",0.00144786596407632
"這可奇","這可奇",0.0014478548591877
"十餘隻","十餘隻",0.00144774975377785
"三清殿","三清殿",0.00144774975377785
"千古罪人","千古罪人",0.00144774975377785
"天使","天使",0.00144774975377785
"王志謹","王志謹",0.00144774975377785
"丘師叔","丘師叔",0.00144774975377785
"令譽","令譽",0.00144774975377785
"召來","召來",0.00144774975377785
"布旗","布旗",0.00144774975377785
"犯上作亂","犯上作亂",0.00144774975377785
"再爭","再爭",0.00144774975377785
"好生之德","好生之德",0.00144774975377785
"好痛","好痛",0.00144774975377785
"宋二人","宋二人",0.00144774975377785
"志坦","志坦",0.00144774975377785
"使毒","使毒",0.00144774975377785
"拒受","拒受",0.00144774975377785
"爭論","爭論",0.00144774975377785
"威權","威權",0.00144774975377785
"拜領","拜領",0.00144774975377785
"洞去","洞去",0.00144774975377785
"師伯叔","師伯叔",0.00144774975377785
"狼牙布","狼牙布",0.00144774975377785
"狼牙棒","狼牙棒",0.00144774975377785
"雪蛛","雪蛛",0.00144774975377785
"揭發","揭發",0.00144774975377785
"毀網","毀網",0.00144774975377785
"試著","試著",0.00144774975377785
"道眾","道眾",0.00144774975377785
"趙道士","趙道士",0.00144774975377785
"舉鞭","舉鞭",0.00144774975377785
"還不死","還不死",0.00144774975377785
"聽旨","聽旨",0.00144774975377785
"聽訓","聽訓",0.00144774975377785
"體液","體液",0.00144774975377785
"堅牢","堅牢",0.00144733086301005
"聽聲","聽聲",0.00144733086301005
"黏了","黏了",0.00144731549979126
"妙詣","妙詣",0.00144700793839218
"過竟","過竟",0.0014469425158606
"燒到","燒到",0.00144677408075113
"垂頭","垂頭",0.00144670815653547
"連成","連成",0.00144669873385089
"斷斷續續","斷斷續續",0.00144623351488922
"外向","外向",0.0014459799679973
"森然","森然",0.00144581134986523
"痛斥","痛斥",0.00144581134986523
"師學藝","師學藝",0.0014456801861406
"詳盡","詳盡",0.00144566107628575
"橫棒","橫棒",0.00144552235770733
"丟盡","丟盡",0.00144515159635772
"挺著","挺著",0.00144332334747239
"恩恩怨怨","恩恩怨怨",0.00144256367551803
"小朋友","小朋友",0.00144235384674964
"若此","若此",0.00144233013408054
"兵刃","兵刃",0.00144223461277941
"臨終時","臨終時",0.00144186677366512
"奇強","奇強",0.00144164753940097
"花容","花容",0.00144061630641124
"賭賽","賭賽",0.00143957869608848
"毛皮","毛皮",0.00143939309255507
"可憐巴巴","可憐巴巴",0.00143939309255507
"打罵","打罵",0.00143939309255507
"即會","即會",0.00143939309255507
"村夫","村夫",0.00143939309255507
"撒腿就跑","撒腿就跑",0.00143939309255507
"能來","能來",0.00143888332210854
"擁上","擁上",0.00143819982292127
"本人","本人",0.0014379376204946
"揮輪","揮輪",0.0014379376204946
"蹊徑","蹊徑",0.00143787319069758
"喜極","喜極",0.00143770376285355
"大驚來","大驚來",0.00143766549266051
"明眸","明眸",0.00143766549266051
"泊泊","泊泊",0.00143766549266051
"重回","重回",0.00143766549266051
"喜宴","喜宴",0.00143766549266051
"提將","提將",0.00143716890329501
"虛浮","虛浮",0.00143716890329501
"加以","加以",0.00143712514188981
"獨往獨來","獨往獨來",0.00143690965009972
"七百","七百",0.00143679310538624
"乞兒","乞兒",0.00143679310538624
"欺到","欺到",0.00143679310538624
"著不動","著不動",0.00143679310538624
"狂叫","狂叫",0.00143677912472273
"柴房","柴房",0.00143677912472273
"養神","養神",0.00143677912472273
"藏到","藏到",0.00143677912472273
"邊的","邊的",0.00143647026020459
"問道","問道",0.00143621392818985
"遲早會","遲早會",0.00143608138691956
"自以","自以",0.00143602055626894
"花花","花花",0.00143595552645835
"疾射","疾射",0.00143595552645835
"蛇蠍","蛇蠍",0.00143595552645835
"連打","連打",0.00143595552645835
"傳法","傳法",0.00143595552645835
"暮色","暮色",0.00143595552645835
"澄明","澄明",0.00143595552645835
"給郭","給郭",0.00143582706682183
"報父仇","報父仇",0.00143580484275272
"真怕","真怕",0.00143574544285576
"幾字","幾字",0.00143574544285576
"湧入","湧入",0.00143568195534811
"鑽過","鑽過",0.00143553561408737
"危境","危境",0.00143536765724178
"言宣","言宣",0.00143532600145518
"恍恍惚惚","恍恍惚惚",0.00143532600145518
"這年","這年",0.00143528883889873
"各有千秋","各有千秋",0.00143510865777384
"爭雄","爭雄",0.00143510865777384
"之重","之重",0.00143475999145082
"二寸","二寸",0.00143451561732135
"切口","切口",0.00143451561732135
"半招","半招",0.00143451561732135
"鬱鬱不樂","鬱鬱不樂",0.00143451561732135
"許多年","許多年",0.001434307553677
"一經","一經",0.00143428490613706
"已先","已先",0.00143422228983606
"企圖","企圖",0.00143422228983606
"即為","即為",0.00143422228983606
"求來","求來",0.00143422228983606
"莞爾","莞爾",0.00143422228983606
"連遭挫敗","連遭挫敗",0.00143422228983606
"敵友","敵友",0.00143422228983606
"懷念","懷念",0.00143422228983606
"目下","目下",0.00143412160867329
"托著","托著",0.00143402145514304
"言下","言下",0.00143402145514304
"呵護","呵護",0.00143402145514304
"皇弟","皇弟",0.00143402145514304
"香閨","香閨",0.00143402145514304
"將滿","將滿",0.00143402145514304
"提早","提早",0.00143402145514304
"談笑","談笑",0.00143402145514304
"好極了","好極了",0.00143374928657332
"拉將","拉將",0.0014335635193464
"中早","中早",0.00143348817244616
"尚淺","尚淺",0.00143308395110816
"樹蔭下","樹蔭下",0.00143295588815181
"出乎意料","出乎意料",0.00143275858471824
"但給","但給",0.00143264668361052
"如勝","如勝",0.00143191563015253
"昂起","昂起",0.00143191563015253
"常理","常理",0.00143191563015253
"異言","異言",0.00143191563015253
"江湖","江湖",0.0014309955924062
"微偏","微偏",0.00142920337818026
"車輪戰","車輪戰",0.00142904272382201
"死人","死人",0.00142831855935439
"七八十","七八十",0.00142779440648938
"再敢","再敢",0.00142759735393272
"多得","多得",0.00142759735393272
"筋疲力盡","筋疲力盡",0.00142750425901967
"掃上","掃上",0.00142661163745053
"倒持","倒持",0.00142627489334455
"已見","已見",0.00142617203055539
"氣裡","氣裡",0.00142584283795699
"詳情","詳情",0.00142556547478063
"奮起","奮起",0.00142553364777786
"朱砂","朱砂",0.00142524350030814
"略覺","略覺",0.00142524350030814
"迫不得已","迫不得已",0.00142512163253531
"各已","各已",0.001424499470233
"授以","授以",0.001424499470233
"而避","而避",0.00142399276390306
"遵奉","遵奉",0.00142399276390306
"東門","東門",0.00142369054154571
"退走","退走",0.00142369054154571
"兩掌","兩掌",0.00142365856003358
"濟困","濟困",0.00142365856003358
"風吹","風吹",0.00142342891484172
"中路","中路",0.00142335438112553
"下凡","下凡",0.00142311685305465
"千刀萬剮","千刀萬剮",0.00142223871152148
"龍姑","龍姑",0.0014222324427373
"已身","已身",0.00142215709583705
"禍根","禍根",0.00142211544005045
"書上","書上",0.00142157329406962
"子話","子話",0.00142093850982175
"仰頭望","仰頭望",0.00142070794121046
"中刀","中刀",0.0014205196364526
"左頸","左頸",0.0014205196364526
"砍下來","砍下來",0.0014205196364526
"粗壯","粗壯",0.0014205196364526
"認了","認了",0.0014205196364526
"無憾","無憾",0.00142048870694631
"這等","這等",0.00142048185320028
"飛也似","飛也似",0.00142026318622234
"也當","也當",0.00142006955843293
"名揚","名揚",0.00142005944486915
"如若","如若",0.00141963326851482
"吸氣","吸氣",0.00141963326851482
"呆頭呆腦","呆頭呆腦",0.00141963326851482
"喜氣洋洋","喜氣洋洋",0.00141963326851482
"赤足","赤足",0.00141951146910604
"拜會","拜會",0.00141933197066329
"肯來","肯來",0.00141926604644764
"他確","他確",0.00141925662376305
"便勝","便勝",0.00141925051618185
"向陸","向陸",0.00141917116840319
"杏黃","杏黃",0.00141917116840319
"來招","來招",0.00141917116840319
"委中","委中",0.00141917116840319
"抬腿","抬腿",0.00141917116840319
"明眸皓齒","明眸皓齒",0.00141917116840319
"聞名喪膽","聞名喪膽",0.00141917116840319
"嚇成","嚇成",0.00141917116840319
"生著","生著",0.00141838825298742
"辨認","辨認",0.00141823807605276
"砸死","砸死",0.00141817842421903
"銀蛇","銀蛇",0.00141817842421903
"打瞎","打瞎",0.00141768401116881
"嬌縱","嬌縱",0.00141691647156646
"情急","情急",0.00141687841646463
"一女","一女",0.00141675948723357
"程英給","程英給",0.00141675948723357
"憤懣","憤懣",0.00141675948723357
"避位","避位",0.00141675948723357
"可稱","可稱",0.00141661433351651
"料敵","料敵",0.00141661433351651
"評理","評理",0.00141661433351651
"須用","須用",0.00141661433351651
"早晨","早晨",0.00141655604828504
"星星","星星",0.00141591766550751
"打越","打越",0.00141564216121888
"絲毫無損","絲毫無損",0.00141564216121888
"漸久","漸久",0.00141564216121888
"嬌聲","嬌聲",0.00141564216121888
"均極","均極",0.00141532792665762
"極堅","極堅",0.00141501388934385
"大槐樹","大槐樹",0.00141500866902932
"血腥","血腥",0.00141500866902932
"唾液","唾液",0.00141500866902932
"槐樹下","槐樹下",0.00141500866902932
"七尺","七尺",0.00141497182949715
"山澗","山澗",0.00141475579328111
"石桌","石桌",0.00141475579328111
"從繩","從繩",0.00141475579328111
"確信","確信",0.00141475579328111
"看著","看著",0.00141420542931313
"八門","八門",0.0014142026523469
"分說","分說",0.0014142026523469
"弄錯","弄錯",0.0014142026523469
"放誕","放誕",0.0014142026523469
"急來","急來",0.0014142026523469
"相去","相去",0.0014142026523469
"得識","得識",0.0014142026523469
"莫逆","莫逆",0.0014142026523469
"道裡計","道裡計",0.0014142026523469
"稱號","稱號",0.0014142026523469
"懷著","懷著",0.0014142026523469
"女客","女客",0.00141409107670957
"山歌","山歌",0.00141409107670957
"柔絲","柔絲",0.00141409107670957
"首飾","首飾",0.00141409107670957
"點醒","點醒",0.00141409107670957
"失和","失和",0.00141379055592621
"稍覺","稍覺",0.00141340652064463
"閃到","閃到",0.00141321221592128
"之頂","之頂",0.0014130671679461
"百不失一","百不失一",0.00141290219390656
"推辭","推辭",0.00141290219390656
"亂說","亂說",0.00141290219390656
"煙雨樓","煙雨樓",0.00141290219390656
"而取","而取",0.00141245183414265
"躍躍欲動","躍躍欲動",0.00141245183414265
"疾縮","疾縮",0.00141184072937098
"還勝","還勝",0.0014115342418229
"韻事","韻事",0.0014115342418229
"傷身","傷身",0.00141134266347353
"他擊","他擊",0.00141112694995732
"楊過仗","楊過仗",0.00141112694995732
"一前一後","一前一後",0.00141098457709236
"雖多","雖多",0.00141088790129376
"安然","安然",0.0014108035732283
"齊發","齊發",0.001410704280696
"美事","美事",0.00141034535901989
"陡起","陡起",0.00141034535901989
"過有","過有",0.00141034535901989
"緊追不捨","緊追不捨",0.00141034535901989
"頭破血流","頭破血流",0.00141034535901989
"堆著","堆著",0.00141026165276571
"甚中","甚中",0.0014101438197208
"驀見","驀見",0.00140960211274187
"大費","大費",0.00140949359379203
"目為","目為",0.00140922422747183
"行使","行使",0.00140881970233534
"以待","以待",0.00140827509235041
"連傷","連傷",0.00140810134529187
"睜不開","睜不開",0.00140810134529187
"極不","極不",0.0014079031011543
"白光","白光",0.00140740616294807
"餓得","餓得",0.0014068589970282
"一拱","一拱",0.00140603995477712
"邊上","邊上",0.00140601433363888
"中是","中是",0.00140554451040519
"灰袍","灰袍",0.00140554451040519
"別出","別出",0.00140554451040519
"空空洞洞","空空洞洞",0.00140554451040519
"著拔步","著拔步",0.00140554451040519
"數十載","數十載",0.00140554451040519
"自會求","自會求",0.00140550655503714
"酒店","酒店",0.00140550655503714
"這兩大","這兩大",0.00140550655503714
"這寬","這寬",0.00140550655503714
"道學","道學",0.00140550655503714
"還鄉","還鄉",0.00140550655503714
"一逗","一逗",0.00140523808910368
"將過","將過",0.00140523808910368
"陪你玩","陪你玩",0.00140523808910368
"椅背","椅背",0.00140523808910368
"躲避不了","躲避不了",0.00140523808910368
"摘花","摘花",0.00140523808910368
"齟齬","齟齬",0.00140523808910368
"相邀","相邀",0.00140520457352268
"費了","費了",0.00140520457352268
"非敗","非敗",0.00140517769158269
"我們","我們",0.00140387983030149
"呆住","呆住",0.00140364066655899
"鬥變","鬥變",0.0014033680732032
"一較","一較",0.00140290656786832
"自愧不如","自愧不如",0.00140290656786832
"奉上","奉上",0.00140290656786832
"動不動","動不動",0.00140290656786832
"人們","人們",0.00140268125421701
"幾朵","幾朵",0.00140268125421701
"楊過贊","楊過贊",0.00140268125421701
"睫毛","睫毛",0.00140268125421701
"百草","百草",0.00140242924140195
"面壁","面壁",0.00140242924140195
"莊重","莊重",0.00140242924140195
"郭芙劍","郭芙劍",0.00140242924140195
"裝的","裝的",0.00140242924140195
"誘他","誘他",0.00140211736525289
"一如","一如",0.00140202531219527
"三四流","三四流",0.00140202531219527
"李洪","李洪",0.00140202531219527
"直娘","直娘",0.00140202531219527
"後影","後影",0.00140202531219527
"草鞋","草鞋",0.00140202531219527
"常加","常加",0.00140202531219527
"淺淺","淺淺",0.00140202531219527
"握拳","握拳",0.00140202531219527
"聽洪","聽洪",0.00140202531219527
"立破","立破",0.00140166482970692
"出刀","出刀",0.00140099219124035
"俐落","俐落",0.00140099219124035
"一空","一空",0.00140073766621884
"孔中","孔中",0.00140056560751274
"厘毫","厘毫",0.00140052783745045
"素聞","素聞",0.00140042416417183
"樸實","樸實",0.00139980663202877
"元寶","元寶",0.00139961363102566
"主人家","主人家",0.00139961363102566
"猥瑣","猥瑣",0.00139961363102566
"管不了","管不了",0.00139961363102566
"壁立","壁立",0.00139961363102566
"襯著","襯著",0.00139931487110766
"劇戰","劇戰",0.00139867648833013
"洩憤","洩憤",0.00139854214779139
"起勁","起勁",0.00139854214779139
"跌下來","跌下來",0.00139854214779139
"過路人","過路人",0.00139854214779139
"一碑","一碑",0.00139845500653284
"縱下","縱下",0.00139845500653284
"幼在","幼在",0.00139843535635368
"哀鳴","哀鳴",0.00139843535635368
"廣大","廣大",0.00139843535635368
"一條","一條",0.00139842635027935
"一百倍","一百倍",0.00139786281282141
"成千成萬","成千成萬",0.00139786281282141
"似東","似東",0.00139786281282141
"迎娶","迎娶",0.00139786281282141
"黑白","黑白",0.00139786281282141
"裹好","裹好",0.00139786281282141
"楊過真","楊過真",0.00139779535796283
"已能","已能",0.00139760918068788
"向後躍","向後躍",0.00139760918068788
"鎮定","鎮定",0.00139760918068788
"百年好合","百年好合",0.00139714783696156
"快給","快給",0.00139714783696156
"擠兌","擠兌",0.00139714783696156
"騰騰騰","騰騰騰",0.00139714783696156
"上眾","上眾",0.00139694522050166
"上麼","上麼",0.00139694522050166
"不辨","不辨",0.00139694522050166
"勾住","勾住",0.00139694522050166
"天見","天見",0.00139694522050166
"白皙","白皙",0.00139694522050166
"目露凶光","目露凶光",0.00139657202454519
"古醫經","古醫經",0.00139598531290472
"垂詢","垂詢",0.00139598531290472
"智力","智力",0.00139598531290472
"虛幻","虛幻",0.00139598531290472
"當其","當其",0.00139598531290472
"窮年累月","窮年累月",0.00139598531290472
"受益","受益",0.00139589817164617
"拘束","拘束",0.00139589817164617
"祭奠","祭奠",0.00139589817164617
"著落","著落",0.00139589817164617
"數掌","數掌",0.00139589817164617
"橫臂","橫臂",0.00139589817164617
"聰明絕頂","聰明絕頂",0.00139589817164617
"上頭","上頭",0.00139575633769865
"拋得","拋得",0.00139575633769865
"逃過","逃過",0.00139575633769865
"頓起","頓起",0.00139575633769865
"疑忌","疑忌",0.00139575633769865
"總是","總是",0.00139568994976697
"斜揮","斜揮",0.00139537528328957
"還治其人之身","還治其人之身",0.00139537528328957
"招來","招來",0.00139521100616398
"黃沙","黃沙",0.00139508120123244
"大放悲聲","大放悲聲",0.00139473615579194
"仍將","仍將",0.00139473615579194
"心如刀絞","心如刀絞",0.00139473615579194
"剛想","剛想",0.00139473615579194
"勝者","勝者",0.00139473615579194
"悲喜交集","悲喜交集",0.00139458815365223
"用足","用足",0.00139439275789286
"殊不知","殊不知",0.0013940435436673
"口長","口長",0.00139381299704249
"曾見過","曾見過",0.00139345882529844
"終能","終能",0.00139317461426496
"暗思","暗思",0.00139300611837341
"必有一傷","必有一傷",0.00139298533758769
"武二哥","武二哥",0.00139298533758769
"剛到","剛到",0.00139298533758769
"敏銳","敏銳",0.00139298533758769
"淡漠","淡漠",0.00139298533758769
"這卻","這卻",0.00139298533758769
"鹹味","鹹味",0.00139298533758769
"極盛","極盛",0.00139282044252091
"端詳","端詳",0.00139282044252091
"源自","源自",0.00139262744834509
"做不了","做不了",0.00139206774526794
"許婚","許婚",0.00139206774526794
"揚眉吐氣","揚眉吐氣",0.00139206774526794
"暗通","暗通",0.00139206774526794
"此刻","此刻",0.00139181496328995
"她點","她點",0.00139180840609402
"一人來","一人來",0.00139095548908395
"忍氣","忍氣",0.00139095548908395
"那知剛","那知剛",0.00139095548908395
"摸了摸","摸了摸",0.00139095548908395
"雜毛","雜毛",0.00139095548908395
"俯首","俯首",0.00139094614289958
"不鬥","不鬥",0.00139087886246493
"有益","有益",0.00139087886246493
"芥蒂","芥蒂",0.00139087886246493
"若不將","若不將",0.00139087886246493
"莫名","莫名",0.00139087886246493
"虛點","虛點",0.00139087886246493
"二流","二流",0.0013900817800411
"八句","八句",0.0013900817800411
"大半年","大半年",0.0013900817800411
"大較","大較",0.0013900817800411
"山坑","山坑",0.0013900817800411
"不輕付","不輕付",0.0013900817800411
"心無掛礙","心無掛礙",0.0013900817800411
"文比","文比",0.0013900817800411
"半點本","半點本",0.0013900817800411
"白駝","白駝",0.0013900817800411
"石面","石面",0.0013900817800411
"吃眼前虧","吃眼前虧",0.0013900817800411
"收心","收心",0.0013900817800411
"求教","求教",0.0013900817800411
"求親","求親",0.0013900817800411
"角聲","角聲",0.0013900817800411
"赤松","赤松",0.0013900817800411
"那群","那群",0.0013900817800411
"刻出","刻出",0.0013900817800411
"指骨","指骨",0.0013900817800411
"某年某月","某年某月",0.0013900817800411
"乘時","乘時",0.0013900817800411
"倒來","倒來",0.0013900817800411
"差別","差別",0.0013900817800411
"荊棘叢","荊棘叢",0.0013900817800411
"郭靖解","郭靖解",0.0013900817800411
"割據","割據",0.0013900817800411
"揚言","揚言",0.0013900817800411
"貴公子","貴公子",0.0013900817800411
"越戰越勇","越戰越勇",0.0013900817800411
"傲狠","傲狠",0.0013900817800411
"楊師弟","楊師弟",0.0013900817800411
"殿閣","殿閣",0.0013900817800411
"僕婦","僕婦",0.0013900817800411
"塵垢","塵垢",0.0013900817800411
"奪勁","奪勁",0.0013900817800411
"廣場","廣場",0.0013900817800411
"敵為友","敵為友",0.0013900817800411
"矯矯英","矯矯英",0.0013900817800411
"懷恨","懷恨",0.0013900817800411
"臘月","臘月",0.0013900817800411
"而轉","而轉",0.00138977940140778
"夾雜","夾雜",0.00138977940140778
"狗命","狗命",0.00138977940140778
"金刃","金刃",0.00138977940140778
"國來","國來",0.00138977940140778
"連輸","連輸",0.00138977940140778
"摔下去","摔下去",0.00138977940140778
"蓬蓬松松","蓬蓬松松",0.00138977940140778
"打破","打破",0.00138969888883731
"雖老","雖老",0.00138960351830344
"虎狼","虎狼",0.00138868538418806
"引他","引他",0.00138845426830219
"木頭","木頭",0.00138809223289577
"右額","右額",0.00138809223289577
"吃麼","吃麼",0.00138809223289577
"改顏","改顏",0.00138809223289577
"空身","空身",0.00138809223289577
"草繩","草繩",0.00138809223289577
"嚴霜","嚴霜",0.00138809223289577
"一溜煙","一溜煙",0.00138788581656978
"高齡","高齡",0.00138735166533939
"方今","方今",0.00138722256652111
"代替","代替",0.00138722256652111
"此輩","此輩",0.00138722256652111
"若依楊","若依楊",0.00138722256652111
"唐朝","唐朝",0.00138722256652111
"輝煌","輝煌",0.00138722256652111
"失意","失意",0.00138708163936728
"打掃","打掃",0.00138708163936728
"本已","本已",0.00138708163936728
"白牆","白牆",0.00138708163936728
"取義","取義",0.00138708163936728
"武三娘子","武三娘子",0.00138708163936728
"直行","直行",0.00138708163936728
"卻射","卻射",0.00138708163936728
"流盼","流盼",0.00138708163936728
"桑樹","桑樹",0.00138708163936728
"陸郎","陸郎",0.00138708163936728
"景物","景物",0.00138708163936728
"程英奔","程英奔",0.00138708163936728
"運杖","運杖",0.00138708163936728
"摸不到","摸不到",0.00138708163936728
"藥丸","藥丸",0.00138708163936728
"魔杖","魔杖",0.00138708163936728
"一動","一動",0.00138697524902191
"頭避過","頭避過",0.00138663309893467
"上古","上古",0.00138607801385024
"少活","少活",0.00138607801385024
"更無別物","更無別物",0.00138607801385024
"急躍而前","急躍而前",0.00138607801385024
"相答","相答",0.00138607801385024
"管不著","管不著",0.00138607801385024
"粗大","粗大",0.0013859644105568
"說來慚愧","說來慚愧",0.0013859644105568
"自後趕","自後趕",0.0013857467309969
"把玩","把玩",0.0013857467309969
"兩棵","兩棵",0.0013857467309969
"空空如也","空空如也",0.0013857467309969
"絕望","絕望",0.0013857467309969
"遇有","遇有",0.0013857467309969
"搔頭","搔頭",0.00138562505785826
"大數","大數",0.0013853242706183
"有何指教","有何指教",0.0013853242706183
"別要","別要",0.0013853242706183
"郭靖來","郭靖來",0.0013853242706183
"油腔滑調","油腔滑調",0.00138452480448061
"竟會給","竟會給",0.00138452480448061
"單以","單以",0.00138452480448061
"一收","一收",0.00138390913253742
"七字","七字",0.00138390913253742
"中秋","中秋",0.00138390913253742
"可教","可教",0.00138390913253742
"白膩","白膩",0.00138390913253742
"耕作","耕作",0.00138390913253742
"揚出","揚出",0.00138390913253742
"靜夜","靜夜",0.00138390913253742
"看不透","看不透",0.00138384633503244
"摟抱","摟抱",0.00138375012462333
"外翻","外翻",0.00138321475766205
"劃成","劃成",0.00138321475766205
"熱淚盈眶","熱淚盈眶",0.00138321475766205
"人時","人時",0.00138276743573163
"守禮","守禮",0.00138276743573163
"至理名言","至理名言",0.00138276743573163
"保養","保養",0.00138276743573163
"剃度","剃度",0.00138276743573163
"重壓","重壓",0.00138276743573163
"倒也罷了","倒也罷了",0.00138276743573163
"強求","強求",0.00138276743573163
"望將","望將",0.00138276743573163
"許許多多","許許多多",0.00138276743573163
"揚聲","揚聲",0.00138276743573163
"眉清目秀","眉清目秀",0.00138272281121173
"大塊","大塊",0.00138233537966786
"小婦人","小婦人",0.00138233537966786
"灰色","灰色",0.00138233537966786
"宋理宗","宋理宗",0.00138233537966786
"形影不離","形影不離",0.00138233537966786
"找上門來","找上門來",0.00138233537966786
"卷處","卷處",0.00138233537966786
"殉夫","殉夫",0.00138233537966786
"稍長","稍長",0.00138220924074853
"裡都","裡都",0.00138220924074853
"爭先","爭先",0.0013818434513268
"不巧","不巧",0.00138139629158348
"本待","本待",0.00138139629158348
"找家","找家",0.00138139629158348
"剛出","剛出",0.00138139629158348
"剛說","剛說",0.00138139629158348
"烤肉","烤肉",0.00138139629158348
"人全","人全",0.00138135229765075
"別出心裁","別出心裁",0.00138135229765075
"玩罷","玩罷",0.00138135229765075
"執拾","執拾",0.00138135229765075
"基本","基本",0.00138135229765075
"最初","最初",0.00138135229765075
"一乘","一乘",0.00138130915032493
"口沫橫飛","口沫橫飛",0.00138130915032493
"好好兒","好好兒",0.00138130915032493
"探訪","探訪",0.00138130915032493
"暗吃","暗吃",0.00138130915032493
"碰巧","碰巧",0.00138130915032493
"答不出","答不出",0.00138114373460646
"辜負","辜負",0.00137994848203701
"閻羅王","閻羅王",0.00137994848203701
"斷定","斷定",0.00137994848203701
"之才","之才",0.00137978535177812
"如血","如血",0.00137978535177812
"情投意合","情投意合",0.00137978535177812
"眼來","眼來",0.00137978535177812
"這有","這有",0.00137978535177812
"意料","意料",0.00137978535177812
"人上有人","人上有人",0.00137977854478119
"六七歲","六七歲",0.00137977854478119
"天外有天","天外有天",0.00137977854478119
"生具","生具",0.00137977854478119
"怪鳥","怪鳥",0.00137977854478119
"指頭","指頭",0.00137977854478119
"稱之為","稱之為",0.00137977854478119
"雞肉","雞肉",0.00137977854478119
"鐵塔","鐵塔",0.00137977854478119
"她連","她連",0.00137919765267621
"清明","清明",0.00137915717419115
"三角","三角",0.00137896885979873
"子柳","子柳",0.00137896885979873
"子相鬥","子相鬥",0.00137896885979873
"早著","早著",0.00137896885979873
"死結","死結",0.00137896885979873
"其法","其法",0.00137896885979873
"信楊過","信楊過",0.00137896885979873
"這首詩","這首詩",0.00137896885979873
"噴而出","噴而出",0.00137896885979873
"難麼","難麼",0.00137896885979873
"所繪","所繪",0.00137876839228055
"救醒","救醒",0.00137876839228055
"慰撫","慰撫",0.00137876839228055
"地底下","地底下",0.00137751765587547
"敵方","敵方",0.00137743061446385
"西面","西面",0.00137722851689144
"欺世盜名","欺世盜名",0.00137722851689144
"無名","無名",0.00137722851689144
"搜出","搜出",0.00137722851689144
"自去","自去",0.00137651881634976
"兩子","兩子",0.00137651881634976
"武氏父","武氏父",0.00137651881634976
"給治好","給治好",0.00137651881634976
"肉瘤","肉瘤",0.00137643167509121
"那算得","那算得",0.00137643167509121
"治病","治病",0.00137643167509121
"健在","健在",0.00137643167509121
"將及","將及",0.00137643167509121
"稍寬","稍寬",0.00137643167509121
"邂逅相逢","邂逅相逢",0.00137643167509121
"一役","一役",0.00137633488683661
"久仰","久仰",0.00137620310220643
"冷清清","冷清清",0.00137620310220643
"俠名","俠名",0.00137620310220643
"狠戾","狠戾",0.00137620310220643
"挾在","挾在",0.00137620310220643
"痛不痛","痛不痛",0.00137620310220643
"齊膝","齊膝",0.00137620310220643
"劈開","劈開",0.00137620310220643
"震於","震於",0.00137620310220643
"之非","之非",0.00137599814273064
"分曉","分曉",0.00137596042808317
"定睛","定睛",0.00137596042808317
"亂跑","亂跑",0.00137596042808317
"過錯","過錯",0.00137596042808317
"歸隱","歸隱",0.00137596042808317
"響過","響過",0.00137596042808317
"死得","死得",0.00137569650405908
"直有","直有",0.00137422271961908
"之分","之分",0.00137391434129605
"另一番","另一番",0.00137391434129605
"得救","得救",0.00137391434129605
"圍繞","圍繞",0.00137391434129605
"著眼","著眼",0.00137391434129605
"靜待","靜待",0.00137391434129605
"又極","又極",0.00137364626731975
"世傳","世傳",0.00137364626731975
"左肘","左肘",0.00137364626731975
"我右","我右",0.00137364626731975
"兒罷","兒罷",0.00137364626731975
"其三","其三",0.00137364626731975
"揚名","揚名",0.00137364626731975
"說不出口","說不出口",0.00137364626731975
"模模糊糊","模模糊糊",0.00137364626731975
"搖搖欲墜","搖搖欲墜",0.00137341379093179
"大成","大成",0.0013734035931965
"尖兒","尖兒",0.0013734035931965
"後背","後背",0.0013734035931965
"裝腔作勢","裝腔作勢",0.0013734035931965
"稱善","稱善",0.0013734035931965
"廟宇","廟宇",0.0013734035931965
"手氣","手氣",0.00137266373048597
"那裡理","那裡理",0.00137266373048597
"竟使","竟使",0.00137266373048597
"過甚","過甚",0.00137266373048597
"顯顯","顯顯",0.00137266373048597
"甚矮","甚矮",0.00137263354519987
"美上","美上",0.00137263354519987
"癩皮","癩皮",0.00137263354519987
"念一轉","念一轉",0.00137198026998074
"迤邐","迤邐",0.00137198026998074
"猜枚","猜枚",0.00137198026998074
"開殺戒","開殺戒",0.00137198026998074
"黃蓉秀","黃蓉秀",0.00137198026998074
"三千","三千",0.00137176296802516
"尖細","尖細",0.00137131435412723
"眉尖","眉尖",0.00137131435412723
"退敵","退敵",0.00137131435412723
"親生女","親生女",0.00137131435412723
"尖刻","尖刻",0.00137120890314122
"記熟","記熟",0.00137120890314122
"二十四","二十四",0.0013701068955993
"來用","來用",0.0013701068955993
"探身","探身",0.0013701068955993
"愛國","愛國",0.0013701068955993
"罪責","罪責",0.0013701068955993
"僧俗","僧俗",0.0013701068955993
